prompt_id,condition,type,constraint,usefulness,breakthrough,final_score,generative_power,explanatory_depth,non_obviousness,scalability,principle_over_impl,mode
moral_circle_factory_farming,evolutionary_examples,candidate,0.8,0.5,0.71,0.6859999999999999,0.7,0.6,0.8,0.7,0.75,structural_transfer
moral_circle_factory_farming,evolutionary_examples,candidate,1.0,0.7,0.71,0.766,0.7,0.6,0.8,0.7,0.75,structural_transfer
moral_circle_factory_farming,evolutionary_examples,candidate,1.0,0.6,0.8,0.8,0.8,0.7,0.9,0.85,0.75,constraint_violation
moral_circle_factory_farming,evolutionary_examples,candidate,1.0,0.8,0.8,0.8400000000000001,0.8,0.7,0.85,0.9,0.75,constraint_violation
moral_circle_factory_farming,evolutionary_examples,candidate,1.0,0.6,0.8,0.8,0.8,0.7,0.9,0.85,0.75,constraint_violation
moral_circle_factory_farming,evolutionary_examples,candidate,0.6,0.7,0.75,0.71,0.7,0.8,0.75,0.65,0.85,structural_transfer
moral_circle_factory_farming,evolutionary_examples,candidate,0.9,0.7,0.71,0.746,0.7,0.6,0.8,0.7,0.75,structural_transfer
moral_circle_factory_farming,evolutionary_examples,candidate,1.0,0.7,0.66,0.736,0.7,0.6,0.8,0.5,0.7,structural_transfer
moral_circle_factory_farming,evolutionary_examples,candidate,1.0,0.6,0.79,0.794,0.8,0.7,0.9,0.8,0.75,constraint_violation
moral_circle_factory_farming,evolutionary_examples,candidate,1.0,0.6,0.78,0.788,0.8,0.7,0.9,0.7,0.8,constraint_violation
moral_circle_factory_farming,evolutionary_examples,candidate,1.0,0.6,0.78,0.788,0.8,0.6,0.9,0.85,0.75,constraint_violation
moral_circle_factory_farming,evolutionary_examples,candidate,1.0,0.8,0.84,0.8640000000000001,0.8,0.9,0.85,0.75,0.9,example_inspired
moral_circle_factory_farming,evolutionary_examples,candidate,1.0,0.9,0.82,0.8719999999999999,0.8,0.9,0.85,0.75,0.8,example_inspired
moral_circle_factory_farming,evolutionary_examples,candidate,0.9,0.8,0.82,0.8320000000000001,0.8,0.9,0.85,0.75,0.8,example_inspired
moral_circle_factory_farming,evolutionary_examples,candidate,1.0,0.9,0.78,0.848,0.8,0.7,0.85,0.75,0.8,example_inspired
moral_circle_factory_farming,evolutionary_examples,candidate,0.9,0.8,0.78,0.808,0.8,0.7,0.75,0.85,0.8,example_inspired
moral_circle_factory_farming,evolutionary_examples,candidate,1.0,0.8,0.76,0.8160000000000001,0.8,0.7,0.8,0.7,0.8,example_inspired
moral_circle_factory_farming,divergent_convergent_18_keep5,selected,1.0,0.8,0.8,0.8400000000000001,0.8,0.7,0.85,0.9,0.75,
moral_circle_factory_farming,divergent_convergent_18_keep5,candidate,0.8,0.4,0.74,0.684,0.7,0.6,0.9,0.7,0.8,structural_transfer
moral_circle_factory_farming,divergent_convergent_18_keep5,candidate,1.0,0.7,0.81,0.826,0.8,0.7,0.9,0.85,0.8,structural_transfer
moral_circle_factory_farming,divergent_convergent_18_keep5,candidate,0.8,0.5,0.74,0.704,0.8,0.7,0.9,0.6,0.7,structural_transfer
moral_circle_factory_farming,divergent_convergent_18_keep5,candidate,1.0,0.8,0.8,0.8400000000000001,0.8,0.7,0.85,0.9,0.75,constraint_violation
moral_circle_factory_farming,divergent_convergent_18_keep5,candidate,1.0,0.8,0.8,0.8400000000000001,0.8,0.7,0.85,0.9,0.75,constraint_violation
moral_circle_factory_farming,divergent_convergent_18_keep5,candidate,1.0,0.7,0.81,0.826,0.8,0.7,0.9,0.8,0.85,constraint_violation
moral_circle_factory_farming,divergent_convergent_18_keep5,candidate,1.0,0.7,0.66,0.736,0.7,0.6,0.8,0.5,0.7,structural_transfer
moral_circle_factory_farming,divergent_convergent_18_keep5,candidate,1.0,0.7,0.71,0.766,0.7,0.6,0.8,0.7,0.75,structural_transfer
moral_circle_factory_farming,divergent_convergent_18_keep5,candidate,1.0,0.7,0.66,0.736,0.7,0.6,0.8,0.5,0.7,structural_transfer
moral_circle_factory_farming,divergent_convergent_18_keep5,candidate,1.0,0.7,0.76,0.7959999999999999,0.8,0.7,0.85,0.75,0.8,constraint_violation
moral_circle_factory_farming,divergent_convergent_18_keep5,candidate,1.0,0.9,0.7,0.8,0.7,0.6,0.8,0.7,0.7,constraint_violation
moral_circle_factory_farming,divergent_convergent_18_keep5,candidate,1.0,0.8,0.7,0.78,0.7,0.8,0.7,0.6,0.7,constraint_violation
moral_circle_factory_farming,divergent_convergent_18_keep5,candidate,0.6,0.5,0.7,0.64,0.7,0.6,0.8,0.7,0.75,structural_transfer
moral_circle_factory_farming,divergent_convergent_18_keep5,candidate,0.8,0.7,0.7,0.72,0.7,0.6,0.8,0.7,0.75,structural_transfer
moral_circle_factory_farming,divergent_convergent_18_keep5,candidate,1.0,0.6,0.72,0.752,0.7,0.6,0.8,0.7,0.8,structural_transfer
moral_circle_factory_farming,divergent_convergent_18_keep5,candidate,1.0,0.7,0.8,0.82,0.8,0.7,0.9,0.85,0.75,constraint_violation
moral_circle_factory_farming,divergent_convergent_18_keep5,candidate,1.0,0.7,0.78,0.8079999999999999,0.8,0.7,0.9,0.7,0.8,constraint_violation
moral_circle_factory_farming,divergent_convergent_18_keep5,candidate,0.8,0.7,0.81,0.786,0.8,0.7,0.9,0.8,0.85,constraint_violation
ai_interpretability,single_pass_18_keep5,selected,1.0,0.8,0.82,0.852,0.8,0.9,0.85,0.75,0.8,
ai_interpretability,single_pass_18_keep5,candidate,1.0,0.9,0.71,0.806,0.7,0.6,0.7,0.8,0.75,single_pass
ai_interpretability,single_pass_18_keep5,candidate,1.0,0.8,0.71,0.786,0.7,0.6,0.7,0.8,0.75,single_pass
ai_interpretability,single_pass_18_keep5,candidate,1.0,0.8,0.7,0.78,0.7,0.6,0.8,0.7,0.7,single_pass
ai_interpretability,single_pass_18_keep5,candidate,1.0,0.8,0.82,0.852,0.8,0.9,0.85,0.75,0.8,single_pass
ai_interpretability,single_pass_18_keep5,candidate,1.0,0.8,0.75,0.81,0.7,0.8,0.7,0.8,0.75,single_pass
ai_interpretability,single_pass_18_keep5,candidate,1.0,0.85,0.7,0.79,0.7,0.6,0.7,0.8,0.7,single_pass
ai_interpretability,single_pass_18_keep5,candidate,1.0,0.8,0.7,0.78,0.7,0.6,0.7,0.8,0.7,single_pass
ai_interpretability,single_pass_18_keep5,candidate,1.0,0.8,0.71,0.786,0.7,0.6,0.7,0.8,0.75,single_pass
ai_interpretability,single_pass_18_keep5,candidate,1.0,0.8,0.73,0.798,0.7,0.8,0.7,0.75,0.7,single_pass
ai_interpretability,single_pass_18_keep5,candidate,1.0,0.8,0.66,0.756,0.7,0.6,0.7,0.6,0.7,single_pass
ai_interpretability,single_pass_18_keep5,candidate,1.0,0.8,0.71,0.786,0.7,0.6,0.7,0.8,0.75,single_pass
ai_interpretability,single_pass_18_keep5,candidate,1.0,0.8,0.7,0.78,0.7,0.6,0.7,0.8,0.7,single_pass
ai_interpretability,single_pass_18_keep5,candidate,1.0,0.8,0.7,0.78,0.7,0.6,0.7,0.8,0.7,single_pass
ai_interpretability,single_pass_18_keep5,candidate,1.0,0.8,0.71,0.786,0.7,0.6,0.7,0.8,0.75,single_pass
ai_interpretability,single_pass_18_keep5,candidate,1.0,0.8,0.71,0.786,0.7,0.6,0.7,0.8,0.75,single_pass
ai_interpretability,single_pass_18_keep5,candidate,1.0,0.8,0.7,0.78,0.7,0.6,0.7,0.8,0.7,single_pass
ai_interpretability,single_pass_18_keep5,candidate,1.0,0.8,0.7,0.78,0.7,0.6,0.7,0.8,0.7,single_pass
ai_interpretability,single_pass_18_keep5,candidate,1.0,0.8,0.7,0.78,0.7,0.6,0.7,0.7,0.8,single_pass
ai_interpretability,evolutionary_examples,selected,1.0,0.9,0.79,0.854,0.8,0.7,0.7,0.9,0.85,
ai_interpretability,evolutionary_examples,candidate,1.0,0.7,0.7,0.76,0.7,0.6,0.8,0.7,0.75,structural_transfer
ai_interpretability,evolutionary_examples,candidate,1.0,0.8,0.71,0.786,0.7,0.6,0.7,0.8,0.75,structural_transfer
ai_interpretability,evolutionary_examples,candidate,1.0,0.8,0.71,0.786,0.7,0.6,0.8,0.7,0.75,structural_transfer
ai_interpretability,evolutionary_examples,candidate,1.0,0.8,0.71,0.786,0.7,0.6,0.7,0.8,0.75,constraint_violation
ai_interpretability,evolutionary_examples,candidate,1.0,0.8,0.7,0.78,0.7,0.6,0.8,0.7,0.75,constraint_violation
ai_interpretability,evolutionary_examples,candidate,1.0,0.7,0.76,0.7959999999999999,0.8,0.7,0.85,0.75,0.8,constraint_violation
ai_interpretability,evolutionary_examples,candidate,1.0,0.7,0.62,0.712,0.6,0.5,0.7,0.7,0.6,structural_transfer
ai_interpretability,evolutionary_examples,candidate,1.0,0.7,0.62,0.712,0.6,0.5,0.7,0.6,0.7,structural_transfer
ai_interpretability,evolutionary_examples,candidate,0.6,0.4,0.62,0.5720000000000001,0.6,0.5,0.7,0.6,0.7,structural_transfer
ai_interpretability,evolutionary_examples,candidate,1.0,0.7,0.66,0.736,0.7,0.5,0.8,0.7,0.6,constraint_violation
ai_interpretability,evolutionary_examples,candidate,1.0,0.8,0.71,0.786,0.7,0.6,0.8,0.75,0.7,constraint_violation
ai_interpretability,evolutionary_examples,candidate,1.0,0.8,0.76,0.8160000000000001,0.8,0.7,0.85,0.75,0.8,constraint_violation
ai_interpretability,evolutionary_examples,candidate,1.0,0.6,0.68,0.728,0.7,0.6,0.8,0.6,0.7,structural_transfer
ai_interpretability,evolutionary_examples,candidate,1.0,0.7,0.71,0.766,0.7,0.6,0.8,0.7,0.75,structural_transfer
ai_interpretability,evolutionary_examples,candidate,0.8,0.6,0.7,0.7,0.7,0.5,0.8,0.6,0.9,structural_transfer
ai_interpretability,evolutionary_examples,candidate,1.0,0.8,0.81,0.8460000000000001,0.8,0.7,0.9,0.85,0.8,constraint_violation
ai_interpretability,evolutionary_examples,candidate,1.0,0.8,0.8,0.8400000000000001,0.8,0.7,0.75,0.85,0.9,constraint_violation
ai_interpretability,evolutionary_examples,candidate,1.0,0.8,0.72,0.792,0.7,0.4,0.8,0.9,0.8,constraint_violation
ai_interpretability,evolutionary_examples,candidate,1.0,0.9,0.7,0.8,0.7,0.5,0.8,0.8,0.7,example_inspired
ai_interpretability,evolutionary_examples,candidate,1.0,0.9,0.76,0.836,0.8,0.7,0.8,0.7,0.8,example_inspired
ai_interpretability,evolutionary_examples,candidate,1.0,0.9,0.79,0.854,0.8,0.7,0.7,0.9,0.85,example_inspired
ai_interpretability,evolutionary_examples,candidate,1.0,0.9,0.71,0.806,0.7,0.6,0.7,0.8,0.75,example_inspired
ai_interpretability,evolutionary_examples,candidate,1.0,0.9,0.66,0.776,0.6,0.5,0.7,0.8,0.7,example_inspired
ai_interpretability,evolutionary_examples,candidate,1.0,0.9,0.7,0.8,0.7,0.5,0.8,0.8,0.7,example_inspired
ai_interpretability,divergent_convergent_18_keep5,selected,1.0,0.9,0.76,0.836,0.8,0.7,0.75,0.85,0.8,
ai_interpretability,divergent_convergent_18_keep5,candidate,1.0,0.7,0.72,0.772,0.7,0.8,0.7,0.6,0.8,structural_transfer
ai_interpretability,divergent_convergent_18_keep5,candidate,1.0,0.7,0.58,0.688,0.6,0.3,0.7,0.7,0.6,structural_transfer
ai_interpretability,divergent_convergent_18_keep5,candidate,1.0,0.6,0.71,0.746,0.7,0.6,0.8,0.7,0.75,structural_transfer
ai_interpretability,divergent_convergent_18_keep5,candidate,1.0,0.8,0.64,0.744,0.7,0.4,0.6,0.8,0.7,constraint_violation
ai_interpretability,divergent_convergent_18_keep5,candidate,1.0,0.9,0.75,0.83,0.8,0.6,0.7,0.9,0.85,constraint_violation
ai_interpretability,divergent_convergent_18_keep5,candidate,1.0,0.7,0.76,0.7959999999999999,0.8,0.6,0.9,0.7,0.8,constraint_violation
ai_interpretability,divergent_convergent_18_keep5,candidate,1.0,0.8,0.64,0.744,0.6,0.4,0.7,0.8,0.7,structural_transfer
ai_interpretability,divergent_convergent_18_keep5,candidate,1.0,0.7,0.56,0.6759999999999999,0.6,0.4,0.7,0.5,0.6,structural_transfer
ai_interpretability,divergent_convergent_18_keep5,candidate,1.0,0.7,0.64,0.724,0.6,0.4,0.7,0.7,0.8,structural_transfer
ai_interpretability,divergent_convergent_18_keep5,candidate,1.0,0.8,0.71,0.786,0.7,0.6,0.8,0.75,0.7,constraint_violation
ai_interpretability,divergent_convergent_18_keep5,candidate,1.0,0.7,0.72,0.772,0.7,0.5,0.8,0.9,0.7,constraint_violation
ai_interpretability,divergent_convergent_18_keep5,candidate,1.0,0.8,0.79,0.8340000000000001,0.8,0.7,0.8,0.9,0.85,constraint_violation
ai_interpretability,divergent_convergent_18_keep5,candidate,1.0,0.8,0.62,0.732,0.6,0.5,0.7,0.6,0.7,structural_transfer
ai_interpretability,divergent_convergent_18_keep5,candidate,1.0,0.8,0.7,0.78,0.7,0.6,0.8,0.7,0.75,structural_transfer
ai_interpretability,divergent_convergent_18_keep5,candidate,1.0,0.7,0.62,0.712,0.6,0.5,0.7,0.6,0.7,structural_transfer
ai_interpretability,divergent_convergent_18_keep5,candidate,1.0,0.8,0.78,0.8280000000000001,0.8,0.7,0.85,0.75,0.8,constraint_violation
ai_interpretability,divergent_convergent_18_keep5,candidate,1.0,0.7,0.7,0.76,0.7,0.6,0.8,0.7,0.7,constraint_violation
ai_interpretability,divergent_convergent_18_keep5,candidate,1.0,0.9,0.76,0.836,0.8,0.7,0.75,0.85,0.8,constraint_violation
